,id,wyckoff_sites,lattice_params,basis_params,lattice_params_value,basis_params_value,pearson_symbol,space_group,prototype
564,hP10-Er3Ru2-176,"['h', 'bc']","['a', 'c/a']","['x3', 'y3']","[7.8700439404, 0.50025412961]","[0.3847, 0.0915]",hP10,176,Er3Ru2
565,oC8-PbO-67,"['a', 'g']","['a', 'b/a', 'c/a']",['z2'],"[5.6124272786, 0.999376380873, 0.8895303257]",[0.7642],oC8,67,PbO
566,hP26-Al9Mn3Si-194,"['hk', 'h', 'a']","['a', 'c/a']","['x2', 'x3', 'x4', 'z4']","[7.513, 1.03087980833]","[0.458, 0.12, 0.201, -0.067]",hP26,194,Al9Mn3Si
567,cP60-KO3Sb-201,"['be', 'fh', 'g']",['a'],"['x2', 'x3', 'x4', 'x5', 'y5', 'z5']",[9.5599167841],"[0.3889, 0.6111, 0.0972, 0.0389, 0.0972, 0.75]",cP60,201,KO3Sb
568,hP24-AsNa3-185,"['c', 'abcc']","['a', 'c/a']","['z1', 'z2', 'x3', 'z3', 'x4', 'z4', 'x5', 'z5']","[8.7838, 1.02449964708]","[0.2684, 0.2311, 0.3321, 0.25, 0.3153, 0.5863, 0.3518, -0.0769]",hP24,185,AsNa3
569,hP57-F4K2O9Ta4-168,"['d', 'cdddddd', 'dd']","['a', 'c/a']","['z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6', 'x7', 'y7', 'z7', 'x8', 'y8', 'z8', 'x9', 'y9', 'z9', 'x10', 'y10', 'z10']","[15.9361426085, 0.244226907628]","[0.0, 0.4965, 0.179, 0.555, 0.035, 0.187, 0.007, 0.349, 0.034, 0.018, 0.168, 0.388, 0.01, 0.195, 0.569, 0.02, 0.093, 0.454, 0.539, 0.273, 0.095, 0.555, 0.2634, 0.09, 0.086, 0.0789, 0.4368, 0.071]",hP57,168,F4K2O9Ta4
570,cF160-AsRb3Se16-203,"['a', 'bc', 'eg']",['a'],"['x4', 'x5', 'y5', 'z5']",[16.6600284675],"[0.20516, 0.01201, 0.111, 0.42978]",cF160,203,AsRb3Se16
571,hR10-FePSe3-146,"['aa', 'aa', 'bb']","['a', 'c/a']","['x1', 'x2', 'x3', 'x4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6']","[6.2648898445, 3.16041500397]","[0.3911, 0.7256, 0.1132, 0.0, 0.1454, -0.1886, 0.474, 0.6151, -0.0128, 0.3247]",hR10,146,FePSe3
572,oP24-Cl2Ga-52,"['ee', 'cd']","['a', 'b/a', 'c/a']","['z1', 'x2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4']","[7.2235008877, 1.34576036547, 1.32098013428]","[0.3175, 0.6759, 0.8271, 0.1762, 0.5576, 0.5093, 0.0419, 0.8142]",oP24,52,Cl2Ga
573,oP48-O3TeTl2-50,"['mmm', 'm', 'mm']","['a', 'b/a', 'c/a']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6']","[11.0940438033, 1.50045069408, 0.472480620154]","[0.0515, 0.8152, 0.238, 0.602, 0.5567, 0.315, 0.604, 0.8447, 0.116, 0.61286, 0.66266, 0.2344, 0.11964, 0.66839, 0.2479, 0.63183, 0.00412, 0.2439]",oP48,50,O3TeTl2
574,tP24-BCTh-95,"['d', 'd', 'd']","['a', 'c/a']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3']","[3.7620082462, 6.71079213192]","[0.303, 0.202, -0.019, 0.296, 0.189, -0.08, 0.2975, 0.1983, 0.8205]",tP24,95,BCTh
575,hP9-CdI2-156,"['bcc', 'aaabbc']","['a', 'c/a']","['z1', 'z2', 'z3', 'z4', 'z5', 'z6', 'z7', 'z8', 'z9']","[4.239807232, 4.83608490569]","[0.0, 0.66667, 0.33333, 0.75, 0.16667, 0.5, 0.08333, 0.41667, 0.83333]",hP9,156,CdI2
576,"mC22-O7Sc,Si2Y]2-12","['aij', 'h', 'i']","['a', 'b/a', 'c/a', 'beta']","['y2', 'x3', 'z3', 'x4', 'z4', 'x5', 'y5', 'z5']","[6.65, 1.29563909774, 0.704661654135, 102.2]","[0.30503, 0.38654, 0.22171, 0.22108, -0.08762, 0.23655, 0.15499, 0.71826]",mC22,12,"O7Sc,Si2Y]2"
577,mC24-H-15,['eeff'],"['a', 'b/a', 'c/a', 'beta']","['y1', 'y2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4']","[4.939, 0.569143551326, 0.838023891476, 142.47]","[0.1012, 0.3684, 0.226, 0.0672, 0.2464, 0.3443, 0.1958, 0.2227]",mC24,15,H
578,tI20-Cl4Th-88,"['f', 'a']","['a', 'c/a']","['x2', 'y2', 'z2']","[6.407994829, 2.01685393259]","[0.147, 0.017, 0.298]",tI20,88,Cl4Th
579,hP36-O2Si-177,"['jllm', 'n']","['a', 'c/a']","['x1', 'x2', 'x3', 'x4', 'x5', 'y5', 'z5']","[12.7835, 0.291064262526]","[0.61855, 0.39242, 0.79257, 0.44445, 0.52169, 0.86952, 0.16458]",hP36,177,O2Si
580,oC16-Al2CuIr-67,"['ag', 'b', 'g']","['a', 'b/a', 'c/a']","['z3', 'z4']","[5.0644067238, 1.60320657112, 1.02379259962]","[0.3305, 0.8198]",oC16,67,Al2CuIr
581,oP16-NiTaTe2-53,"['h', 'e', 'gh']","['a', 'b/a', 'c/a']","['x1', 'y2', 'y3', 'z3', 'y4', 'z4']","[11.6904618594, 0.282132455361, 0.78890717994]","[0.79514, 0.3193, 0.1198, 0.3549, 0.224, 0.7493]",oP16,53,NiTaTe2
582,tP28-Ba5Bi5In4-104,"['ac', 'ac', 'c']","['a', 'c/a']","['z1', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5']","[10.6225961282, 0.84830508475]","[0.5, 0.8821, 0.8116, 0.6057, 0.3261, 0.60942, 0.80921, 0.00978, 0.8116, -0.072, 0.1681]",tP28,104,Ba5Bi5In4
583,tP28-O4Sb2Zn-135,"['gh', 'h', 'd']","['a', 'c/a']","['x2', 'x3', 'y3', 'x4', 'y4']","[8.4909023894, 0.697208809336]","[0.169, 0.114, 0.386, 0.167, 0.175]",tP28,135,O4Sb2Zn
584,cI56-Ca3I3P-214,"['g', 'h', 'a']",['a'],"['y2', 'y3']",[12.31504],"[0.108, 0.384]",cI56,214,Ca3I3P
585,tP32-Ga5Ir3-118,"['gii', 'aceh']","['a', 'c/a']","['z3', 'x4', 'z5', 'x6', 'y6', 'z6', 'x7', 'y7', 'z7']","[5.8229835854, 2.43860552978]","[0.6709, 0.675, 0.5861, 0.73, 0.85, 0.5515, 0.84, 0.8, 0.15]",tP32,118,Ga5Ir3
586,cI52-Fe3Zn10-229,"['e', 'fh']",['a'],"['x1', 'x2', 'y3']",[8.9822],"[0.3538, 0.13505, 0.3045]",cI52,229,Fe3Zn10
587,hP24-AuF3-178,"['b', 'ac']","['a', 'c/a']","['x1', 'x2', 'x3', 'y3', 'z3']","[5.14898393, 3.15789473684]","[0.8361, 0.7601, 0.5338, 0.3099, -0.0053]",hP24,178,AuF3
588,tP32-BaSi-130,"['cg', 'cf']","['a', 'c/a']","['z1', 'z2', 'x3', 'x4', 'y4', 'z4']","[8.465, 1.94329592439]","[0.2271, 0.0095, 0.1482, 0.57997, 0.07997, 0.10688]",tP32,130,BaSi
589,hP24-Cl3Cr-153,"['ccc', 'bb']","['a', 'c/a']","['x1', 'x2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5']","[6.017, 2.87518697025]","[0.1111, 0.4444, 0.1111, 0.2222, 0.09357, 0.4444, 0.8888, 0.09357, 0.77778, 0.55558, 0.09357]",hP24,153,Cl3Cr
